Alive precision,AliveDate,Alternate Link,Alternate_ID,Alternate_name,BirthDate,BornPrecision,DeathDate,DeathPrecision,FullTextPageNum,Index Category 1,LifeLength,LifeLength Precision,LineNumber,NameInIndex,NameOnChart,On Chart: Line #,OnChartCategory,Region_final,Section starting Line,Sex or gender V2,UO_ID,Watkins_ID,WikiLink,WikiLink in MM10?,aproxBirthDate,aproxDeathDate,case,continent,country,discrepancy
,,,,"Corelli, Archangelo",,,1733.0,d.,59.0,Mu,,,68.0,Corelli,Corelli,26.0,Artists Poets,Italy,42.0,male,653.0,3083.0,https://en.wikipedia.org/wiki/Arcangelo_Corelli,https://en.wikipedia.org/wiki/Arcangelo_Corelli,1688.0,1733.0,case2,Europe|Europe,Italy|Italy,
fl.,650.0,,,,,,,,59.0,Cr,,,37.0,Corinthus,Corinthus,15.0,Orators and Critics &cc, ,22.0,male,654.0,,https://en.wikipedia.org/wiki/Gregory_of_Corinth,https://en.wikipedia.org/wiki/Gregory_of_Corinth,627.0,673.0,"case3
",0,0,
,,,,"Coriolanus, Caius Marcius",,,-488.0,d.,59.0,,,,147.0,Coriolanus,Coriolanus,21.0,Statesmen and Warriors,Italy,126.0,male,655.0,3086.0,https://en.wikipedia.org/wiki/Gaius_Marcius_Coriolanus,https://en.wikipedia.org/wiki/Gaius_Marcius_Coriolanus,-533.0,-488.0,case2,0,0,
,,,,"Cornaro, Lewis",,,1565.0,d.,59.0,Ph,100.0,,74.0,Cornaro,Cornaro,6.0,Mathematicians &cc Physicians,Italy,68.0,male,656.0,3088.0,https://en.wikipedia.org/wiki/Luigi_Cornaro,https://en.wikipedia.org/wiki/Luigi_Cornaro,1465.0,1565.0,case1,Europe,Italy,
,,,,"Corneille, Peter",,,1684.0,d.,59.0,P,78.0,,44.0,Corneille,Corneille,2.0,Artists Poets,France,42.0,male,657.0,3092.0,https://en.wikipedia.org/wiki/Pierre_Corneille,https://en.wikipedia.org/wiki/Pierre_Corneille,1606.0,1684.0,case1,Europe,France,
fl.,-30.0,,,,,,,,59.0,Cr,,,29.0,Cornificius,Cornificius,7.0,Orators and Critics &cc,Italy,22.0,male,658.0,,https://en.wikipedia.org/wiki/Quintus_Cornificius,https://en.wikipedia.org/wiki/Quintus_Cornificius,-53.0,-7.0,"case3
",0,0,
,,,,"Coreggio, Antonio Allegri da",,,1534.0,d.,59.0,Pa,40.0,,67.0,Correggio,A. Correggio,25.0,Artists Poets,Italy,42.0,male,659.0,3105.0,https://en.wikipedia.org/wiki/Antonio_da_Correggio,https://en.wikipedia.org/wiki/Antonio_da_Correggio,1494.0,1534.0,case1,Europe,Italy,
,,,,"Cortes, Ferdinand",,,1554.0,d.,59.0,,62.0,,132.0,Cortes,Cortez,6.0,Statesmen and Warriors,Spain,126.0,male,660.0,3107.0,https://en.wikipedia.org/wiki/Hern%C3%A1n_Cort%C3%A9s,https://en.wikipedia.org/wiki/Hern%C3%A1n_Cort%C3%A9s,1492.0,1554.0,case1,Europe,Spain,
,,,38,"Messala, M. Valerius Corvinus",,,9.0,d.,59.0,H,75.0,,17.0,"Corvinus, Messala",M. Corvinus,17.0,Historians and Antiquaries Lawyers,Italy,0.0,male,661.0,,https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_Corvinus,https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_Corvinus,-66.0,9.0,case1,0,0,
,,,,,,,298.0,d. af.,59.0,,100.0,ab.,153.0,"Corvus, Valerius",Val. Corvus,27.0,Statesmen and Warriors,Italy,126.0,male,662.0,,https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus,https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus,253.0,299.0,case8,Europe,Italy,YearCh
fl.,730.0,,,,,,,,59.0,P,,,49.0,"Cosmas, Monachus",Cosmas,7.0,Artists Poets,Africa,42.0,male,663.0,,https://en.wikipedia.org/wiki/Cosmas_Indicopleustes,https://en.wikipedia.org/wiki/Cosmas_Indicopleustes,707.0,753.0,"case3
",Africa|Asia,Egypt,
,,,,"Medici, Cosmo De'",,,1464.0,d.,59.0,,75.0,,136.0,Cosmo de Medicis,Cosmo Med:,10.0,Statesmen and Warriors,Italy,126.0,male,664.0,6869.0,https://en.wikipedia.org/wiki/Cosimo_de%27_Medici,https://en.wikipedia.org/wiki/Cosimo_de%27_Medici,1389.0,1464.0,case1,Europe,Italy,
,,,,"Cotes, Roger",,,1716.0,d.,59.0,M,33.0,,89.0,"Cotes, Roger",Cotes,21.0,Mathematicians &cc Physicians,Great Britain,68.0,male,665.0,3124.0,https://en.wikipedia.org/wiki/Roger_Cotes,https://en.wikipedia.org/wiki/Roger_Cotes,1683.0,1716.0,case1,Europe,United Kingdom,
,,,,"Cotton, Sir Robert",,,1631.0,d.,59.0,Ant,60.0,,19.0,"Cotton, Robert",Cotton,19.0,Historians and Antiquaries Lawyers,Great Britain,0.0,male,666.0,3132.0,"https://en.wikipedia.org/wiki/Sir_Robert_Cotton,_1st_Baronet,_of_Connington","https://en.wikipedia.org/wiki/Sir_Robert_Cotton,_1st_Baronet,_of_Connington",1571.0,1631.0,case1,Europe,United Kingdom,
,,,,,,,1611.0,d.,59.0,L,61.0,ab.,3.0,Cowel,Cowel,3.0,Historians and Antiquaries Lawyers,Great Britain,0.0,male,667.0,3155.0,https://en.wikipedia.org/wiki/John_Cowell_(jurist),https://en.wikipedia.org/wiki/John_Cowell_(jurist),1550.0,1611.0,case4,Europe,United Kingdom,
,,,,"Cowley, Abraham",,,1667.0,d.,59.0,P,48.0,,52.0,Cowley,Cowley,10.0,Artists Poets,Great Britain,42.0,male,668.0,3156.0,https://en.wikipedia.org/wiki/Abraham_Cowley,https://en.wikipedia.org/wiki/Abraham_Cowley,1619.0,1667.0,case1,Europe,United Kingdom,
,-550.0,,,Croesus,,,,,-99.0,,,,134.0,Craesus,Craesus,8.0,Statesmen and Warriors,0,126.0,male,669.0,3233.0,https://en.wikipedia.org/wiki/Croesus,https://en.wikipedia.org/wiki/Croesus,,,,0,0,NI
fl.,-1045.0,,,,,,,,59.0,,,,145.0,Cranaus,Cranaus,19.0,Statesmen and Warriors,0,126.0,male,670.0,,https://en.wikipedia.org/wiki/Cranaus,https://en.wikipedia.org/wiki/Cranaus,-1068.0,-1022.0,"case3
",0,0,
,,,,"Cranmer, Thomas",,,1556.0,d.,59.0,D,67.0,,113.0,Cranmer,Cranmer,15.0,Divines and Metaphysicians &cc,Great Britain,98.0,male,671.0,3190.0,https://en.wikipedia.org/wiki/Thomas_Cranmer,https://en.wikipedia.org/wiki/Thomas_Cranmer,1489.0,1556.0,case1,Europe,United Kingdom,
,,,,,,,-272.0,d. ab.,59.0,HP Ac,,,112.0,Crantor,Crantor,14.0,Divines and Metaphysicians &cc, ,98.0,male,672.0,,https://en.wikipedia.org/wiki/Crantor,https://en.wikipedia.org/wiki/Crantor,-317.0,-272.0,case2,Asia|Europe,Turkey,
,,,,,,,1517.0,d.,59.0,H,,,14.0,Crantzius,Crantzius,14.0,Historians and Antiquaries Lawyers,Germany,0.0,male,673.0,298.0,https://en.wikipedia.org/wiki/Albert_Krantz,https://en.wikipedia.org/wiki/Albert_Krantz,1472.0,1517.0,case2,Europe,Germany,
,,,,"Crassus, Marcus Licinius",,,-53.0,d.,59.0,,,,134.0,Crassus,Crassus,8.0,Statesmen and Warriors,Italy,126.0,male,674.0,3193.0,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus,-98.0,-53.0,case2,Europe,Italy,
,,,,"Crassus, Lucius Licinius",,,-19.0,d.,59.0,Or,48.0,,37.0,Crassus L.,L. Crassus,15.0,Orators and Critics &cc,Italy,22.0,male,675.0,3192.0,https://en.wikipedia.org/wiki/Lucius_Licinius_Crassus,https://en.wikipedia.org/wiki/Lucius_Licinius_Crassus,-67.0,-19.0,case1,Europe,Italy,YearCh
,,,,,,,-321.0,d.,59.0,,,,131.0,Craterus,Craterus,5.0,Statesmen and Warriors,0,126.0,male,676.0,,https://en.wikipedia.org/wiki/Craterus,missing from MM10,-366.0,-321.0,case2,Europe,Macedonia,
,,,,Crates,,,-250.0,d. ab.,59.0,HP Ac,,,110.0,Crates,Crates,12.0,Divines and Metaphysicians &cc,Turky in Europe,98.0,male,677.0,3195.0,https://en.wikipedia.org/wiki/Crates_of_Thebes,https://en.wikipedia.org/wiki/Crates_of_Thebes,-295.0,-250.0,case2,Europe,Greece,O
fl.,-165.0,,,,,,,,59.0,Cr,,,33.0,Crates Mallotes,Crates Mal:,11.0,Orators and Critics &cc, ,22.0,male,678.0,,https://en.wikipedia.org/wiki/Crates_of_Mallus,https://en.wikipedia.org/wiki/Crates_of_Mallus,-188.0,-142.0,"case3
",Asia|Europe,Turkey,
,,,,Crates,,,-287.0,d. af.,59.0,HP Cyr,,,101.0,Crates Thebanus,Crates Theb:,3.0,Divines and Metaphysicians &cc,Turky in Europe,98.0,male,679.0,3194.0,https://en.wikipedia.org/wiki/Crates_of_Thebes,https://en.wikipedia.org/wiki/Crates_of_Thebes,242.0,288.0,case8,Europe,Greece,O
,,,,Cratinus,,,-431.0,d.,59.0,P,,,44.0,Cratinus,Cratinus,2.0,Artists Poets,Turky in Europe,42.0,male,680.0,3197.0,https://en.wikipedia.org/wiki/Cratinus,https://en.wikipedia.org/wiki/Cratinus,-476.0,-431.0,case2,Europe,Greece,
fl.,-53.0,,,Crattipus,,,,,59.0,HP Per,,,101.0,Cratippus,Cratippus,3.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,681.0,3198.0,https://en.wikipedia.org/wiki/Cratippus_of_Pergamon,https://en.wikipedia.org/wiki/Cratippus_of_Pergamon,-76.0,-30.0,"case3
",Asia|Europe,Turkey,
,,,,"Crellius, John",,,1632.0,d.,59.0,D,43.0,,100.0,Crellius,Crellius,2.0,Divines and Metaphysicians &cc,Germany,98.0,male,682.0,3207.0,https://en.wikipedia.org/wiki/Johannes_Crellius,https://en.wikipedia.org/wiki/Johannes_Crellius,1589.0,1632.0,case1,Europe,Germany,
fl.,-607.0,,,,,,,,59.0,,,,150.0,Creon,Creon,24.0,Statesmen and Warriors,0,126.0,male,683.0,,https://en.wikipedia.org/wiki/Eponymous_archon,https://en.wikipedia.org/wiki/Eponymous_archon,-630.0,-584.0,"case3
",0,0,
,,,,,,,998.0,d.,60.0,,,,138.0,Crescentius,Crescentius,12.0,Statesmen and Warriors,Italy,126.0,male,684.0,,https://en.wikipedia.org/wiki/Crescentius_the_Younger,https://en.wikipedia.org/wiki/Crescentius_the_Younger,953.0,998.0,case2,Europe,Italy,
fl.,690.0,,,,,,,,60.0,L,,,3.0,Cresconius,Cresconius,3.0,Historians and Antiquaries Lawyers,0,0.0,male,685.0,,https://en.wikipedia.org/wiki/Cresconius_Africanus,https://en.wikipedia.org/wiki/Cresconius_Africanus,667.0,713.0,"case3
",0,0,
,,,,,,,595.0,d.,60.0,,,,147.0,Crida of Mercia,Crida,21.0,Statesmen and Warriors,0,126.0,male,686.0,,https://en.wikipedia.org/wiki/Creoda_of_Mercia,https://en.wikipedia.org/wiki/Creoda_of_Mercia,550.0,595.0,case2,0,0,
,,,,Critias,,,-401.0,d.,60.0,,,,145.0,Critias,Critias,19.0,Statesmen and Warriors,Turky in Europe,126.0,male,687.0,3227.0,https://en.wikipedia.org/wiki/Critias,missing from MM10,-446.0,-401.0,case2,Europe,Classical Athens,
fl.,100.0,,,,,,,,60.0,Ph,,,71.0,Crito,Crito,3.0,Mathematicians &cc Physicians,Italy,68.0,male,688.0,,"https://en.wikipedia.org/wiki/Criton_of_Heraclea#:~:text=Criton%20of%20Heraclea%20(Greek%3A%20%CE%9A%CF%81%CE%AF%CF%84%CF%89%CE%BD,mentioned%20in%20Martial's%20Epigrams.",,77.0,123.0,"case3
",0,0,
fl.,-400.0,,,Crito,,,,,60.0,HP Soc,,,114.0,Crito,Crito,16.0,Divines and Metaphysicians &cc,Turky in Europe,98.0,male,689.0,3228.0,https://en.wikipedia.org/wiki/Crito_of_Alopece,https://en.wikipedia.org/wiki/Crito_of_Alopece,-423.0,-377.0,"case3
",Europe,Classical Athens,
,,,39,Critolaus,,,-140.0,d. ab.,60.0,,,,116.0,Critolaus Phaselites,Critolaus,18.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,690.0,,https://en.wikipedia.org/wiki/Critolaus,https://en.wikipedia.org/wiki/Critolaus,-185.0,-140.0,case2,Asia|Europe,Turkey,
,,,,"Cromwell, Oliver",,,1658.0,d.,60.0,,60.0,,147.0,"Cromwell, Oliver",Cromwel,21.0,Statesmen and Warriors,Great Britain,126.0,male,692.0,3242.0,https://en.wikipedia.org/wiki/Oliver_Cromwell,https://en.wikipedia.org/wiki/Oliver_Cromwell,1598.0,1658.0,case1,Europe,United Kingdom,
,,,,"Cromwell, Thomas",,,1540.0,d.,60.0,,,,150.0,"Cromwell, Thomas",Th. Cromwel,24.0,Statesmen and Warriors,Great Britain,126.0,male,693.0,3243.0,https://en.wikipedia.org/wiki/Thomas_Cromwell,https://en.wikipedia.org/wiki/Thomas_Cromwell,1495.0,1540.0,case2,Europe,United Kingdom,
,,,,,,,814.0,d. ab.,60.0,,,,144.0,Crunnus,Crunnus,18.0,Statesmen and Warriors,Germany,126.0,male,694.0,,https://en.wikipedia.org/wiki/Krum,https://en.wikipedia.org/wiki/Krum,769.0,814.0,case2,Europe|Africa|Asia,Ancient Rome,
,,,,Ctesias,,,-384.0,d. af.,60.0,H,,,20.0,Ctesias,Ctesias,20.0,Historians and Antiquaries Lawyers, ,0.0,male,695.0,3258.0,https://en.wikipedia.org/wiki/Ctesias,missing from MM10,339.0,385.0,case8,0,0,
,,,,,,,-256.0,d.,60.0,H,,,17.0,Ctesibius,Ctesibius,17.0,Historians and Antiquaries Lawyers,Africa,0.0,male,696.0,,https://en.wikipedia.org/wiki/Ctesibius,https://en.wikipedia.org/wiki/Ctesibius,-301.0,-256.0,case2,Africa|Asia,Egypt,
fl.,-136.0,,,"Ctesibius, of Alexandria",,,,,60.0,M,,,87.0,Ctesibius Alex,Ctesibius,19.0,Mathematicians &cc Physicians,Africa,68.0,male,697.0,3260.0,https://en.wikipedia.org/wiki/Ctesibius,https://en.wikipedia.org/wiki/Ctesibius,-159.0,-113.0,"case3
",Africa|Asia,Egypt,
,,,,"Cudworth, Ralph",,,1688.0,d.,60.0,D,71.0,,119.0,Cudworth,Cudworth,21.0,Divines and Metaphysicians &cc,Great Britain,98.0,male,698.0,3262.0,https://en.wikipedia.org/wiki/Ralph_Cudworth,https://en.wikipedia.org/wiki/Ralph_Cudworth,1617.0,1688.0,case1,Europe,United Kingdom,
,,,,"Cujas, James",,,1590.0,d.,60.0,L,68.0,,7.0,Cujacius,Cujacius,7.0,Historians and Antiquaries Lawyers,France,0.0,male,699.0,3266.0,https://en.wikipedia.org/wiki/Jacques_Cujas,https://en.wikipedia.org/wiki/Jacques_Cujas,1522.0,1590.0,case1,Europe,France,
,,,40,"Curio, Caius Scribonius",,,-48.0,d.,60.0,,,,152.0,Curio,Curio,26.0,Statesmen and Warriors,0,126.0,male,700.0,,https://en.wikipedia.org/wiki/Gaius_Scribonius_Curio,https://en.wikipedia.org/wiki/Gaius_Scribonius_Curio,-93.0,-48.0,case2,0,0,
fl.,64.0,,,"Curtius Rufus, Quintus",,,,,60.0,H,,,12.0,"Curtius, Quintus",Curtius,12.0,Historians and Antiquaries Lawyers,Turky in Europe,0.0,male,701.0,3291.0,https://en.wikipedia.org/wiki/Quintus_Curtius_Rufus,https://en.wikipedia.org/wiki/Quintus_Curtius_Rufus,41.0,87.0,"case3
",Europe,Greece,
,,,,"Cusa, Nicholas de",,,1464.0,d.,60.0,D,63.0,,110.0,"Cusanus, Nicolas",Cusanus,12.0,Divines and Metaphysicians &cc,Germany,98.0,male,702.0,3292.0,https://en.wikipedia.org/wiki/Nicholas_of_Cusa,https://en.wikipedia.org/wiki/Nicholas_of_Cusa,1401.0,1464.0,case1,Europe,Germany,
,,,,"Cuspinian, John",,,1529.0,d.,60.0,L,,,4.0,Cuspinian,Cuspinian,4.0,Historians and Antiquaries Lawyers,Germany,0.0,male,704.0,3293.0,https://en.wikipedia.org/wiki/Johannes_Cuspinian,https://en.wikipedia.org/wiki/Johannes_Cuspinian,1484.0,1529.0,case2,Europe,Germany,
fl.,-354.0,,,,,,,,60.0,Pa,,,62.0,Cydias,Cydias,20.0,Artists Poets,0,42.0,male,706.0,,https://en.wikipedia.org/wiki/Cydias,https://en.wikipedia.org/wiki/Cydias,-377.0,-331.0,"case3
",0,0,
,,,,"Cyprian, Thascius Caecilius",,,258.0,d.,60.0,F,,,111.0,Cyprian,Cyprian,13.0,Divines and Metaphysicians &cc, ,98.0,male,707.0,3300.0,https://en.wikipedia.org/wiki/Cyprian,missing from MM10,213.0,258.0,case2,Africa,Tunisia,
,,,,Cyril,,,444.0,d.,60.0,F,,,105.0,Cyril of Alex,Cyril Al:,7.0,Divines and Metaphysicians &cc,Africa,98.0,male,708.0,3304.0,https://en.wikipedia.org/wiki/Cyril_of_Alexandria,https://en.wikipedia.org/wiki/Cyril_of_Alexandria,399.0,444.0,case2,Africa|Asia,Egypt,
fl.,350.0,,,Cyril,,,,,59.0,F,,,105.0,Cyril of Jerusal.,Cyril Jer:,7.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,709.0,3303.0,https://en.wikipedia.org/wiki/Cyril_of_Jerusalem,https://en.wikipedia.org/wiki/Cyril_of_Jerusalem,327.0,373.0,"case3
",Asia,Israel,
,,,,Cyrus,,,-529.0,d.,60.0,,70.0,,132.0,Cyrus,Cyrus,6.0,Statesmen and Warriors,Persia,126.0,male,710.0,3305.0,https://en.wikipedia.org/wiki/Cyrus_the_Great,https://en.wikipedia.org/wiki/Cyrus_the_Great,-599.0,-529.0,case1,Asia,Iran,
,,,,"Cyrus, the Younger",,,-401.0,d.,60.0,,,,130.0,Cyrus Junior,Cyrus Jun:,4.0,Statesmen and Warriors,0,126.0,male,711.0,3306.0,https://en.wikipedia.org/wiki/Cyrus_the_Younger,https://en.wikipedia.org/wiki/Cyrus_the_Younger,-446.0,-401.0,case2,0,0,
,,,,"Dacier, Anne Le Fevre",,,1720.0,d.,61.0,Cr,69.0,,39.0,"Dacier, Madam",Dacien,17.0,Orators and Critics &cc,France,22.0,female,712.0,3310.0,https://en.wikipedia.org/wiki/Anne_Dacier,https://en.wikipedia.org/wiki/Anne_Dacier,1651.0,1720.0,case1,Europe,France,
fl.,-987.0,,,,,,,,61.0,Ar,,,64.0,Daedalus,Daedalus,22.0,Artists Poets,0,42.0,male,714.0,,https://en.wikipedia.org/wiki/Daedalus,https://en.wikipedia.org/wiki/Daedalus,-1010.0,-964.0,"case3
",0,0,
,,,,"Damascenus, John",,,760.0,d.,61.0,D,,,105.0,Damascenus John,Damascenus,7.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,715.0,3330.0,https://en.wikipedia.org/wiki/John_of_Damascus,https://en.wikipedia.org/wiki/John_of_Damascus,715.0,760.0,case2,Asia,Syria,
fl.,540.0,,,Damascius,,,,,61.0,HP,,,121.0,Damascius,Damascius,23.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,716.0,3331.0,https://en.wikipedia.org/wiki/Damascius,https://en.wikipedia.org/wiki/Damascius,517.0,563.0,"case3
",Asia,Syria,
,,,,Damasus I.,,,366.0,d.,61.0,F,,,122.0,Damasus,Damasus,24.0,Divines and Metaphysicians &cc,Portugal,98.0,male,717.0,3332.0,https://en.wikipedia.org/wiki/Pope_Damasus_I,https://en.wikipedia.org/wiki/Pope_Damasus_I,321.0,366.0,case2,Europe,Portugal,
,,,,"Damiano, Peter",,,1072.0,d.,61.0,D,,,118.0,"Damiani, Peter",Damiani,20.0,Divines and Metaphysicians &cc,Italy,98.0,male,718.0,3334.0,https://en.wikipedia.org/wiki/Peter_Damian,https://en.wikipedia.org/wiki/Peter_Damian,1027.0,1072.0,case2,Europe,Italy,
fl.,356.0,,,Donatus,,,,,63.0,F,,,104.0,Danatus,Donatus,6.0,Divines and Metaphysicians &cc,Italy,98.0,male,719.0,3606.0,https://en.wikipedia.org/wiki/Donatus_Magnus,https://en.wikipedia.org/wiki/Donatus_Magnus,333.0,379.0,"case3
",0,0,
fl.,353.0,,,"Donatus, Aelius",,,,,63.0,Or,,,38.0,"Danatus, Aelius",Ae. Danatus,16.0,Orators and Critics &cc,Italy,22.0,male,720.0,3608.0,https://en.wikipedia.org/wiki/Aelius_Donatus,https://en.wikipedia.org/wiki/Aelius_Donatus,330.0,376.0,"case3
",0,0,
fl.,-939.0,,,,,,,,61.0,,,,143.0,Danaus,Danaus,17.0,Statesmen and Warriors,0,126.0,male,721.0,,https://en.wikipedia.org/wiki/Danaus,https://en.wikipedia.org/wiki/Danaus,-962.0,-916.0,"case3
",0,0,
,,,,"Dandolo, Henry",,,1205.0,d.,61.0,,,,139.0,Dandolo of Venice,Dandolo,13.0,Statesmen and Warriors,Italy,126.0,male,722.0,3351.0,https://en.wikipedia.org/wiki/Enrico_Dandolo,https://en.wikipedia.org/wiki/Enrico_Dandolo,1160.0,1205.0,case2,Europe,Italy,
,,,,Daniel,,,-557.0,d. af.,61.0,J,90.0,ab.,101.0,Daniel,Daniel,3.0,Divines and Metaphysicians &cc,Turky in Asia,98.0,male,723.0,9883.0,https://en.wikipedia.org/wiki/Daniel_(biblical_figure),missing from MM10,512.0,558.0,case8,Asia,Israel,
,,,,"Dante, Alighieri",,,1321.0,d.,61.0,P,56.0,,51.0,Dante,Petrarch,9.0,Artists Poets,Italy,42.0,male,724.0,3366.0,https://en.wikipedia.org/wiki/Dante_Alighieri,missing from MM10,1265.0,1321.0,case1,Europe,Italy,
,,https://books.google.com/books?id=p9w68ict5e0C&pg=PA178&lpg=PA178&dq=dararians+sect&source=bl&ots=lK4nAflNXs&sig=ACfU3U0ho-QYSYhoq-OMj5UB04P3C4HRhQ&hl=en&sa=X&ved=2ahUKEwj9pKqVoJPnAhXNs54KHSr4AiYQ6AEwAXoECAsQAQ#v=snippet&q=darari&f=false,,,,,1017.0,d.,61.0,M,,,102.0,Darari,Darari,4.0,Divines and Metaphysicians &cc,0,98.0,male,725.0,,0,0,972.0,1017.0,case2,0,0,Cat
fl.,-362.0,,,Datames,,,,,61.0,,,,129.0,Datames,Datames,3.0,Statesmen and Warriors,0,126.0,male,726.0,3381.0,https://en.wikipedia.org/wiki/Datames,https://en.wikipedia.org/wiki/Datames,-385.0,-339.0,"case3
",0,0,
,,,,David,,,-1015.0,d.,61.0,,69.0,,139.0,David,David,13.0,Statesmen and Warriors,Turky in Asia,126.0,male,727.0,3396.0,https://en.wikipedia.org/wiki/David,missing from MM10,-1084.0,-1015.0,case1,Asia,State of Palestine,
fl.,1534.0,,,,,,,,61.0,J,,,101.0,David de Pomis,D. de Pomis,3.0,Divines and Metaphysicians &cc,Italy,98.0,male,728.0,3409.0,https://it.wikipedia.org/wiki/David_de_Pomis,https://it.wikipedia.org/wiki/David_de_Pomis,1511.0,1557.0,"case3
",Europe,Italy,
fl.,1588.0,,,"Davila, Henry Catherine",,,,,61.0,H,,,8.0,Davila,Davila,8.0,Historians and Antiquaries Lawyers,Italy,0.0,male,729.0,3415.0,https://en.wikipedia.org/wiki/Enrico_Caterino_Davila,https://en.wikipedia.org/wiki/Enrico_Caterino_Davila,1565.0,1611.0,"case3
",Europe,Italy,
,,,,"Moivre, Abraham de",,,1754.0,d.,61.0,M,,,87.0,De Moivre,De Moivre,19.0,Mathematicians &cc Physicians,France,68.0,male,730.0,7027.0,https://en.wikipedia.org/wiki/Abraham_de_Moivre,https://en.wikipedia.org/wiki/Abraham_de_Moivre,1709.0,1754.0,case2,Europe,France,
,,,,Decius,,,251.0,d.,61.0,,,,138.0,Decius,Decius,12.0,Statesmen and Warriors,Germany,126.0,male,731.0,3435.0,https://en.wikipedia.org/wiki/Decius,missing from MM10,206.0,251.0,case2,Europe,Serbia,
,,,,"Decius Mus, P.",,,-424.0,d.,61.0,,,,151.0,Decius Mus,Decius M.,25.0,Statesmen and Warriors,Italy,126.0,male,732.0,3433.0,https://en.wikipedia.org/wiki/Publius_Decius_Mus_(consul_340_BC),https://en.wikipedia.org/wiki/Publius_Decius_Mus_(consul_340_BC),-469.0,-424.0,case2,0,0,
,,,,"Dee, John",,,1608.0,d.,61.0,M,80.0,,92.0,"Dee, John",Dee,24.0,Mathematicians &cc Physicians,Great Britain,68.0,male,733.0,3438.0,https://en.wikipedia.org/wiki/John_Dee,missing from MM10,1528.0,1608.0,case1,Europe,United Kingdom,
,,,,Demades,,,-322.0,d.,61.0,,,,32.0,Demades,Demades,10.0,Orators and Critics &cc,Turky in Europe,22.0,male,734.0,3451.0,https://en.wikipedia.org/wiki/Demades,https://en.wikipedia.org/wiki/Demades,-367.0,-322.0,case2,Europe,Classical Athens,
,,,,"Demetrius, Phalereus",,,284.0,d. ab.,61.0,,,,147.0,Demetrius Phalereus,Demetrius Ph:,21.0,Statesmen and Warriors,Turky in Europe,126.0,male,735.0,3456.0,https://en.wikipedia.org/wiki/Demetrius_of_Phalerum,https://en.wikipedia.org/wiki/Demetrius_of_Phalerum,239.0,284.0,case2,Europe|Europe|Europe,Classical Athens|Greece|Classical Athens,YearCh
fl.,150.0,,,,,,,,61.0,Cr,,,29.0,Demetrius Phalereus Junior,Demet: Phal: 2nd,7.0,Orators and Critics &cc,Turky in Europe,22.0,male,736.0,,https://en.wikipedia.org/wiki/Demetrius_of_Phalerum,https://en.wikipedia.org/wiki/Demetrius_of_Phalerum,127.0,173.0,"case3
",Europe|Europe|Europe,Classical Athens|Greece|Classical Athens,
,,,,Demetrius I,,,-286.0,d.,61.0,,54.0,,129.0,Demetrius Poliorcetes,Demetrius P.,3.0,Statesmen and Warriors,0,126.0,male,737.0,9865.0,https://en.wikipedia.org/wiki/Demetrius_I_of_Macedon,https://en.wikipedia.org/wiki/Demetrius_I_of_Macedon,-340.0,-286.0,case1,0,0,
,,,,Democritus,,,-361.0,d.,61.0,HP Eleat,109.0,,109.0,Democitus,Democritus,11.0,Divines and Metaphysicians &cc,Turky in Europe,98.0,male,738.0,3460.0,https://en.wikipedia.org/wiki/Democritus,missing from MM10,-470.0,-361.0,case1,Europe,Greece,
,,,,Demosthenes,,,-322.0,d.,61.0,Or,60.0,,36.0,Demosthenes,Demosthenes,14.0,Orators and Critics &cc,Turky in Europe,22.0,male,740.0,3462.0,https://en.wikipedia.org/wiki/Demosthenes,missing from MM10,-382.0,-322.0,case1,Europe,Classical Athens,
,,,,,,,1324.0,d.,61.0,,63.0,,139.0,Denis of Portugal,Denis P.,13.0,Statesmen and Warriors,Portugal,126.0,male,741.0,,https://en.wikipedia.org/wiki/Denis_of_Portugal,missing from MM10,1261.0,1324.0,case1,Europe,Portugal,
fl.,-274.0,,,"Curius Dentatus, Manius",,,,,61.0,,,,150.0,Dentatus,Dentatus,24.0,Statesmen and Warriors,Italy,126.0,male,742.0,3284.0,https://en.wikipedia.org/wiki/Manius_Curius_Dentatus,https://en.wikipedia.org/wiki/Manius_Curius_Dentatus,-297.0,-251.0,"case3
",0,0,
,,,,"Des Cartes, Rene",,,1650.0,d.,61.0,M,54.0,,94.0,Des Cartes,Descartes,26.0,Mathematicians &cc Physicians,France,68.0,male,743.0,9884.0,https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes,https://en.wikipedia.org/wiki/Ren%C3%A9_Descartes,1596.0,1650.0,case1,Europe,France,
